instances/test_1.txt,32
instances/test_10.txt,5
instances/test_11.txt,4
instances/test_12.txt,7
instances/test_13.txt,8
instances/test_14.txt,2
instances/test_15.txt,11
instances/test_16.txt,12
instances/test_17.txt,1
instances/test_18.txt,6
instances/test_19.txt,7
instances/test_2.txt,1
instances/test_20.txt,2
instances/test_21.txt,4
instances/test_22.txt,8
instances/test_23.txt,2
instances/test_24.txt,10
instances/test_25.txt,9
instances/test_26.txt,6
instances/test_27.txt,9
instances/test_28.txt,9
instances/test_29.txt,14
instances/test_3.txt,1
instances/test_30.txt,50
instances/test_31.txt,14
instances/test_32.txt,6
instances/test_33.txt,19
instances/test_34.txt,4
instances/test_35.txt,3
instances/test_36.txt,2
instances/test_37.txt,38
instances/test_38.txt,1
instances/test_39.txt,3
instances/test_4.txt,14
instances/test_40.txt,2
instances/test_41.txt,185
instances/test_42.txt,172
instances/test_43.txt,10
instances/test_44.txt,10
instances/test_45.txt,2
instances/test_46.txt,13
instances/test_47.txt,2358
instances/test_48.txt,5
instances/test_49.txt,10
instances/test_5.txt,10
instances/test_50.txt,21
instances/test_6.txt,3
instances/test_7.txt,2
instances/test_8.txt,62
instances/test_9.txt,1
